gene,mean_A,mean_C,log2FC,pvalue,padj,mean_expr,status
valV,5.57,3.69,-0.5335,0.2331158993251563,0.8333811447626689,2.3594,NS
yqiJ,11.99,14.58,0.2721,0.23324116882981538,0.8333811447626689,3.7846,NS
yiaH,30.28,34.55,0.1873,0.23347963416271236,0.8333811447626689,5.0407,NS
marB,37.52,27.9,-0.4212,0.233863941222808,0.8333811447626689,5.0536,NS
agaS,22.51,26.44,0.2277,0.2339614620830908,0.8333811447626689,4.6425,NS
ybeQ,109.19,97.37,-0.1645,0.23418734736015082,0.8333811447626689,6.6974,NS
yggF,23.61,17.85,-0.3939,0.23444297228228586,0.8333811447626689,4.4081,NS
yoaE,341.98,301.54,-0.1813,0.2345532053791447,0.8333811447626689,8.3321,NS
tufB,3281.07,2825.75,-0.2155,0.23457234693116316,0.8333811447626689,11.5764,NS
gidA,1040.31,851.53,-0.2887,0.23458476316269472,0.8333811447626689,9.8863,NS
msbA,786.25,710.38,-0.1463,0.23490949305126338,0.8333811447626689,9.5485,NS
torY,11.17,16.08,0.506,0.2349101694876625,0.8333811447626689,3.8203,NS
cysS,918.02,834.49,-0.1376,0.23584587897347442,0.8334400623300684,9.776,NS
leuP,291.66,224.81,-0.3748,0.23589825343141427,0.8334400623300684,8.0153,NS
zraR,140.34,126.93,-0.1443,0.23610164860153354,0.8334400623300684,7.0675,NS
rsgA,1001.48,958.82,-0.0628,0.23615931585323954,0.8334400623300684,9.9376,NS
ybeD,303.87,329.74,0.1177,0.23638999628865745,0.8334400623300684,8.3097,NS
yqjI,347.08,416.72,0.2635,0.2368497596195594,0.8334400623300684,8.5789,NS
gltT,8.62,5.52,-0.5977,0.23698511467967578,0.8334400623300684,2.9202,NS
phoR,90.86,97.89,0.107,0.2370883028986087,0.8334400623300684,6.568,NS
atpB,3675.44,3391.74,-0.1159,0.23722238733938197,0.8334400623300684,11.7871,NS
ydcK,113.4,129.51,0.191,0.23724011666041409,0.8334400623300684,6.9302,NS
yedD,299.3,335.42,0.1641,0.23750180656186173,0.8334400623300684,8.3123,NS
rrlH,15998.54,13714.57,-0.2222,0.23752050790007215,0.8334400623300684,13.8589,NS
pepD,4039.83,3673.52,-0.1371,0.23764586048586095,0.8334400623300684,11.9133,NS
hsdM,456.09,413.53,-0.1412,0.2377056183079007,0.8334400623300684,8.7659,NS
gshA,1547.2,1469.68,-0.0741,0.2378731830029962,0.8334400623300684,10.5593,NS
rrsH,10582.7,9186.21,-0.2042,0.23842404294104808,0.8335280900416164,13.271,NS
djlB,21.15,24.74,0.2219,0.23851820155514522,0.8335280900416164,4.5513,NS
ycgF,38.98,50.55,0.3707,0.23854357713482388,0.8335280900416164,5.5003,NS
yjiJ,60.43,66.56,0.1384,0.23868409837392504,0.8335280900416164,5.9999,NS
codA,1220.99,947.45,-0.3657,0.2391413584880092,0.834438144789986,10.0831,NS
ygcR,19.39,14.97,-0.3623,0.23968161984254638,0.8356360829843256,4.1438,NS
degS,273.08,290.27,0.088,0.240516368137377,0.8378579228299595,8.1404,NS
rrlC,26152.37,23313.78,-0.1658,0.24155871519977293,0.8407987109045418,14.5942,NS
spy,171.54,190.57,0.1513,0.2418490532602374,0.8411192893304813,7.5043,NS
pncB,3051.18,2768.63,-0.1402,0.24323166740670352,0.845235024411665,11.507,NS
purC,3997.52,3473.42,-0.2027,0.24357771245948334,0.8457448723122649,11.8673,NS
feoB,873.24,680.39,-0.3598,0.24398764963333847,0.8464392226934196,9.6024,NS
oxc,26.03,19.43,-0.4123,0.24417666947366146,0.8464392226934196,4.5378,NS
yacF,371.05,341.08,-0.1213,0.2444776548160112,0.846581211485067,8.478,NS
yqcA,204.56,227.97,0.156,0.24530158597766608,0.846581211485067,7.76,NS
mdoH,1345.69,1169.12,-0.2028,0.24546507313725277,0.846581211485067,10.2968,NS
ryjA,40.25,30.96,-0.3733,0.2454926702234271,0.846581211485067,5.1741,NS
recE,67.68,75.15,0.15,0.2455277122640831,0.846581211485067,6.1683,NS
rhaA,15.34,19.12,0.3091,0.24570031023506905,0.846581211485067,4.1483,NS
csiR,180.91,202.3,0.1608,0.2458118351503143,0.846581211485067,7.5858,NS
ydcN,70.67,63.24,-0.1589,0.2458138233678064,0.846581211485067,6.0759,NS
dcd,704.47,773.84,0.1354,0.24608461686209698,0.8468264633786516,9.5307,NS
ligT,102.11,93.19,-0.1313,0.24640410594360623,0.8472387532566623,6.6169,NS
yfdY,68.86,78.96,0.1961,0.24705678284602398,0.8484271840274249,6.2175,NS
yfcM,287.04,314.6,0.132,0.2471496581329006,0.8484271840274249,8.2352,NS
yjgM,84.17,91.98,0.1274,0.24757208566560132,0.8491114424337808,6.4688,NS
holC,367.75,330.74,-0.1528,0.24775195189680838,0.8491114424337808,8.4502,NS
valZ,305.9,258.14,-0.2445,0.2479493464943329,0.8491114424337808,8.1422,NS
yraL,216.42,229.15,0.0823,0.24942852170478486,0.8516342093014251,7.8027,NS
ycbW,282.55,308.23,0.1253,0.24945785278980645,0.8516342093014251,8.2089,NS
ompT,11960.4,13923.49,0.2192,0.2496539753180141,0.8516342093014251,13.6598,NS
fldB,413.06,392.94,-0.0719,0.24987992372325687,0.8516342093014251,8.6564,NS
yifL,417.89,463.5,0.1493,0.250037833395652,0.8516342093014251,8.7853,NS
btuB,617.07,571.06,-0.1117,0.25008097632006643,0.8516342093014251,9.2157,NS
ykgL,5.6,7.45,0.3823,0.25009102634682434,0.8516342093014251,2.8128,NS
ydhW,40.04,58.63,0.5447,0.2508364055803376,0.8534874650179409,5.6391,NS
yjcQ,31.07,37.34,0.2611,0.25158901307094694,0.855241349800005,5.1171,NS
trmA,718.6,637.86,-0.1718,0.2517549954985167,0.855241349800005,9.4067,NS
nudH,470.76,496.27,0.076,0.2521292682912831,0.8553203464161279,8.9189,NS
yhbE,327.16,298.25,-0.1333,0.25218678273025835,0.8553203464161279,8.291,NS
metA,2518.63,2202.68,-0.1933,0.2525984796574574,0.8553203464161279,11.2053,NS
frlD,38.45,41.32,0.1028,0.25296775895210555,0.8553203464161279,5.3358,NS
yahJ,243.14,218.12,-0.1563,0.2534607910242955,0.8553203464161279,7.8526,NS
gadA,1522.5,1238.12,-0.2982,0.25390135473170644,0.8553203464161279,10.4313,NS
yihR,18.2,13.83,-0.3841,0.25412628173287877,0.8553203464161279,4.0459,NS
tyrR,992.35,935.41,-0.0852,0.25423181924174415,0.8553203464161279,9.9135,NS
yphA,98.77,115.4,0.2234,0.2551854762282969,0.8553203464161279,6.7493,NS
yiaL,3.16,4.39,0.4168,0.25522486349042733,0.8553203464161279,2.0953,NS
nuoL,933.5,778.39,-0.262,0.25540562285397056,0.8553203464161279,9.7422,NS
argD,2901.69,1857.73,-0.6432,0.255682956828323,0.8553203464161279,11.2169,NS
yggN,189.06,210.42,0.154,0.25574145251811925,0.8553203464161279,7.6456,NS
chbB,41.08,45.01,0.1305,0.2560595806005302,0.8553203464161279,5.4445,NS
ycaM,29.59,34.74,0.2282,0.2561235007037254,0.8553203464161279,5.0297,NS
yihA,442.41,404.59,-0.1288,0.2562337884037509,0.8553203464161279,8.7279,NS
yeaU,66.18,60.23,-0.1347,0.2566431835111187,0.8553203464161279,5.9934,NS
yrbD,426.19,398.85,-0.0955,0.2566471538535723,0.8553203464161279,8.6901,NS
prfH,32.25,25.89,-0.3117,0.2567021891035631,0.8553203464161279,4.8861,NS
yejK,551.24,497.57,-0.1476,0.2568628758620963,0.8553203464161279,9.0359,NS
yaeP,300.32,337.02,0.1661,0.25704541602557734,0.8553203464161279,8.3182,NS
purE,1104.05,980.09,-0.1717,0.25768345067359866,0.8553203464161279,10.0259,NS
dsbB,174.19,159.6,-0.1259,0.2578217527913179,0.8553203464161279,7.3871,NS
orn,365.96,412.82,0.1736,0.2580669272260604,0.8553203464161279,8.6069,NS
yahI,17.85,21.95,0.2908,0.25808126790543173,0.8553203464161279,4.3506,NS
lpp,29474.18,24852.39,-0.2461,0.25808647052257444,0.8553203464161279,14.7294,NS
udp,1452.77,1202.85,-0.2722,0.25809116803310916,0.8553203464161279,10.3754,NS
yciM,585.28,619.51,0.0819,0.2589773400051548,0.8553203464161279,9.2358,NS
yaiF,5.99,7.55,0.3123,0.25934898792637834,0.8553203464161279,2.8618,NS
dapB,489.06,542.84,0.1504,0.2594408605352589,0.8553203464161279,9.0125,NS
ynjF,76.6,69.63,-0.1367,0.25944222609593787,0.8553203464161279,6.2019,NS
wbbK,760.06,694.89,-0.1292,0.25948447052076834,0.8553203464161279,9.5077,NS
eptA,62.55,70.06,0.1623,0.25952832695930694,0.8553203464161279,6.0619,NS
dgsA,272.25,311.39,0.1934,0.259739448747589,0.8553203464161279,8.1914,NS
rcsC,493.16,517.7,0.07,0.2599179574379624,0.8553203464161279,8.9828,NS
yaeT,4704.58,4355.47,-0.1112,0.259968589878985,0.8553203464161279,12.1455,NS
yliJ,322.06,369.51,0.198,0.26000068894068695,0.8553203464161279,8.4358,NS
cls,1110.92,1055.24,-0.0741,0.2601471153850452,0.8553203464161279,10.0816,NS
ybbL,110.25,125.5,0.1862,0.2604069690227603,0.8553203464161279,6.8872,NS
ispA,696.69,634.25,-0.1354,0.2604334672922508,0.8553203464161279,9.3793,NS
ycdM,10.72,13.74,0.3431,0.26051455158557596,0.8553203464161279,3.6703,NS
serT,3.45,2.29,-0.5027,0.26090230666484415,0.8553203464161279,1.7509,NS
mhpC,15.85,21.0,0.3949,0.261149092971696,0.8553203464161279,4.2421,NS
ygjI,9.97,14.36,0.5057,0.2612162700829221,0.8553203464161279,3.6628,NS
nlpA,1296.49,1718.73,0.4066,0.26131833748130445,0.8553203464161279,10.5585,NS
hybB,555.83,289.6,-0.9394,0.2614302973312801,0.8553203464161279,8.7252,NS
isrA,6.7,4.98,-0.394,0.26153063452628217,0.8553203464161279,2.6652,NS
ybdG,455.27,421.67,-0.1105,0.2618621052345627,0.8553203464161279,8.778,NS
yodD,118.31,145.93,0.3015,0.2619935371348842,0.8553203464161279,7.0512,NS
yrfD,41.43,48.27,0.2181,0.2622431506750973,0.8553203464161279,5.5031,NS
nadC,311.42,293.59,-0.0849,0.26233808501586353,0.8553203464161279,8.2432,NS
citC,10.74,14.19,0.3868,0.2625521730872591,0.8553203464161279,3.6966,NS
fabA,2007.3,1808.8,-0.1502,0.262580217769117,0.8553203464161279,10.8983,NS
ygiT,265.56,239.73,-0.1473,0.2626637783125653,0.8553203464161279,7.9838,NS
ydcZ,202.04,223.72,0.1468,0.26308358655789876,0.8553755903338155,7.7373,NS
pfs,977.86,932.39,-0.0687,0.26340380693266896,0.8553755903338155,9.9003,NS
talA,1439.57,1210.64,-0.2498,0.2637844980849212,0.8553755903338155,10.3724,NS
gntX,212.46,197.36,-0.1061,0.26384149267967894,0.8553755903338155,7.6824,NS
paaY,158.69,145.73,-0.1225,0.26395095194658647,0.8553755903338155,7.2546,NS
ygeK,4.1,5.11,0.2873,0.2640152014891155,0.8553755903338155,2.3511,NS
prc,2227.32,2117.63,-0.0728,0.2640919215972893,0.8553755903338155,11.0855,NS
iap,162.37,184.4,0.183,0.2647116514062849,0.8567288611112637,7.442,NS
ispF,238.24,220.55,-0.111,0.2651844401544005,0.8571875041972695,7.8448,NS
yraO,311.04,298.36,-0.06,0.26525741056116303,0.8571875041972695,8.2536,NS
yfeD,75.39,87.32,0.2107,0.26584621689675453,0.858436452277724,6.355,NS
mhpE,20.01,23.83,0.2461,0.2660860403226925,0.8585574669879728,4.4867,NS
yidK,15.14,19.05,0.3221,0.26633784300962754,0.8587169208889435,4.1372,NS
ygjO,118.43,104.53,-0.1794,0.26680777102353287,0.859578870503303,6.8071,NS
yigZ,266.29,244.14,-0.1251,0.267384266840985,0.8604043231494044,7.9984,NS
ygaR,5.91,7.86,0.3847,0.2674695503733359,0.8604043231494044,2.8846,NS
dinF,82.44,76.73,-0.1031,0.26844261620417703,0.8609587955047538,6.3234,NS
ynjI,94.42,106.38,0.1712,0.26849368029112997,0.8609587955047538,6.6568,NS
yhbY,776.87,811.21,0.0624,0.26890457694129083,0.8609587955047538,9.634,NS
